,patch,gameid,result,date,side,firstPick,top,jng,mid,bot,sup,ban1,ban2,ban3,ban4,ban5,opp_top,opp_jng,opp_mid,opp_bot,opp_sup
22585,16.4,NA1_5502230196,0,,Red,0,Zaahen,Jarvan IV,LeBlanc,Kai'Sa,Alistar,Viktor,Illaoi,Vladimir,Ambessa,Zed,Singed,Rek'Sai,Tristana,Vayne,Neeko
22586,16.4,NA1_5500747220,0,,Blue,1,Zaahen,Zac,Morgana,Corki,Cho'Gath,,Karthus,Sivir,Ezreal,Akali,Pantheon,Viego,Xerath,Yunara,Blitzcrank
22587,16.4,NA1_5500747220,1,,Red,0,Pantheon,Viego,Xerath,Yunara,Blitzcrank,Shaco,Renekton,Graves,LeBlanc,Pyke,Zaahen,Zac,Morgana,Corki,Cho'Gath
22588,16.5,NA1_5505543854,1,,Blue,1,Camille,Fiddlesticks,Kassadin,Miss Fortune,Qiyana,Akali,Rek'Sai,Zed,Talon,Jax,Ambessa,Shyvana,Naafiri,Lux,Zoe
22589,16.5,NA1_5505543854,0,,Red,0,Ambessa,Shyvana,Naafiri,Lux,Zoe,Morgana,Fiora,Dr. Mundo,Akali,Kha'Zix,Camille,Fiddlesticks,Kassadin,Miss Fortune,Qiyana
22590,16.4,NA1_5498324015,1,,Blue,1,Karma,Kindred,Galio,Vladimir,Pyke,Sona,Caitlyn,Yorick,Ambessa,Shaco,Dr. Mundo,Zaahen,Tryndamere,Smolder,Nami
22591,16.4,NA1_5498324015,0,,Red,0,Dr. Mundo,Zaahen,Tryndamere,Smolder,Nami,Twitch,,Draven,Malphite,Rengar,Karma,Kindred,Galio,Vladimir,Pyke
22592,16.4,NA1_5496128872,1,,Blue,1,Teemo,Ornn,Anivia,Zeri,Sona,Fiora,Katarina,Akali,Draven,Sion,Jax,Kayn,Hwei,Ezreal,Karma
22593,16.4,NA1_5496128872,0,,Red,0,Jax,Kayn,Hwei,Ezreal,Karma,Nautilus,Blitzcrank,Ambessa,Yasuo,Fiora,Teemo,Ornn,Anivia,Zeri,Sona
22594,16.4,NA1_5504117979,1,,Blue,1,Nidalee,Kindred,LeBlanc,Aphelios,Milio,Sion,Braum,Draven,Rengar,Wukong,Volibear,Dr. Mundo,Galio,Ezreal,Sona
22595,16.4,NA1_5504117979,0,,Red,0,Volibear,Dr. Mundo,Galio,Ezreal,Sona,Draven,Fiora,Braum,Gwen,Zed,Nidalee,Kindred,LeBlanc,Aphelios,Milio
22596,16.4,NA1_5504466376,0,,Blue,1,Warwick,Darius,Annie,Xerath,Nautilus,Braum,Kha'Zix,Jax,Zoe,Kennen,Shaco,Rengar,Kog'Maw,Heimerdinger,Karma
22597,16.4,NA1_5504466376,1,,Red,0,Shaco,Rengar,Kog'Maw,Heimerdinger,Karma,LeBlanc,Gangplank,Bel'Veth,Ambessa,Poppy,Warwick,Darius,Annie,Xerath,Nautilus
22598,16.4,NA1_5503267761,1,,Blue,1,Jax,Sylas,Yasuo,Caitlyn,Tahm Kench,Teemo,Akali,Sivir,Kha'Zix,Bard,Dr. Mundo,Graves,Swain,Ezreal,Rell
22599,16.4,NA1_5503267761,0,,Red,0,Dr. Mundo,Graves,Swain,Ezreal,Rell,Zed,Nasus,Talon,Ambessa,Rengar,Jax,Sylas,Yasuo,Caitlyn,Tahm Kench
22600,16.4,NA1_5504629694,0,,Blue,1,Briar,Udyr,Zed,Sivir,Sona,Ryze,Bard,Pyke,LeBlanc,Jax,Renekton,Sylas,Orianna,Jinx,Janna
22601,16.4,NA1_5504629694,1,,Red,0,Renekton,Sylas,Orianna,Jinx,Janna,Poppy,Gwen,Ekko,Rumble,Jayce,Briar,Udyr,Zed,Sivir,Sona
22602,16.4,NA1_5504408407,0,,Blue,1,Ornn,Nidalee,Zed,Lux,Renata Glasc,Ivern,Fizz,Graves,Ambessa,Nasus,Varus,Kindred,Veigar,Yunara,Nautilus
22603,16.4,NA1_5504408407,1,,Red,0,Varus,Kindred,Veigar,Yunara,Nautilus,Bard,Braum,LeBlanc,Yasuo,Draven,Ornn,Nidalee,Zed,Lux,Renata Glasc
22604,16.4,NA1_5500485881,1,,Blue,1,Gnar,Fizz,Orianna,Twisted Fate,Jarvan IV,Nasus,Urgot,Graves,Akali,Kai'Sa,Jayce,Cho'Gath,Ezreal,Lucian,Nami
22605,16.4,NA1_5500485881,0,,Red,0,Jayce,Cho'Gath,Ezreal,Lucian,Nami,Graves,Jax,Ekko,Gwen,Ambessa,Gnar,Fizz,Orianna,Twisted Fate,Jarvan IV
22606,16.4,NA1_5498939141,0,,Blue,1,Cho'Gath,Shaco,Fizz,Kai'Sa,Swain,Ambessa,Draven,Lucian,LeBlanc,Gwen,Jax,Ivern,Naafiri,Cassiopeia,Nami
22607,16.4,NA1_5498939141,1,,Red,0,Jax,Ivern,Naafiri,Cassiopeia,Nami,Zaahen,Akali,Gwen,Jayce,Ambessa,Cho'Gath,Shaco,Fizz,Kai'Sa,Swain
22608,16.4,NA1_5503365271,1,,Blue,1,Sion,Jarvan IV,Orianna,Yunara,Milio,Akali,Leona,Varus,Mel,Draven,Trundle,Bel'Veth,Aurora,Jinx,Sona
22609,16.4,NA1_5503365271,0,,Red,0,Trundle,Bel'Veth,Aurora,Jinx,Sona,Blitzcrank,Poppy,Pyke,Katarina,Ambessa,Sion,Jarvan IV,Orianna,Yunara,Milio
22610,16.4,NA1_5503037269,1,,Blue,1,Malphite,Graves,Ahri,Irelia,Brand,Gwen,Zed,Jax,Kassadin,Neeko,Cho'Gath,Talon,Ambessa,Ziggs,Sona
22611,16.4,NA1_5503037269,0,,Red,0,Cho'Gath,Talon,Ambessa,Ziggs,Sona,Zoe,Bel'Veth,Kha'Zix,Thresh,Gwen,Malphite,Graves,Ahri,Irelia,Brand
22612,16.4,NA1_5499677438,1,,Blue,1,Kindred,Taliyah,Anivia,Zeri,Sona,Jax,,Kha'Zix,Yasuo,Caitlyn,Irelia,Lee Sin,Rumble,Sivir,Janna
22613,16.4,NA1_5499677438,0,,Red,0,Irelia,Lee Sin,Rumble,Sivir,Janna,LeBlanc,Pyke,Kha'Zix,Ryze,Aphelios,Kindred,Taliyah,Anivia,Zeri,Sona
22614,16.4,NA1_5502359930,1,,Blue,1,Varus,Jarvan IV,Hwei,Ezreal,Braum,Akshan,Draven,Soraka,Zed,Ambessa,Jax,Dr. Mundo,Yasuo,Kai'Sa,Nautilus
22615,16.4,NA1_5502359930,0,,Red,0,Jax,Dr. Mundo,Yasuo,Kai'Sa,Nautilus,Rengar,Talon,Akali,Katarina,Riven,Varus,Jarvan IV,Hwei,Ezreal,Braum
22616,16.4,NA1_5499226531,1,,Blue,1,Aatrox,Rengar,Ryze,Varus,Alistar,,Poppy,Draven,,Garen,Gangplank,Volibear,Zed,Sivir,Neeko
22617,16.4,NA1_5499226531,0,,Red,0,Gangplank,Volibear,Zed,Sivir,Neeko,,LeBlanc,Karma,Sion,Ekko,Aatrox,Rengar,Ryze,Varus,Alistar
22618,16.4,NA1_5501262518,1,,Blue,1,Malphite,Rumble,Ekko,Zeri,Sona,Bel'Veth,Nautilus,Renekton,Yasuo,Vladimir,Smolder,Udyr,Zoe,Seraphine,Milio
22619,16.4,NA1_5501262518,0,,Red,0,Smolder,Udyr,Zoe,Seraphine,Milio,Ambessa,Sivir,Fiora,Zed,Yasuo,Malphite,Rumble,Ekko,Zeri,Sona
22620,16.4,NA1_5497164231,1,,Blue,1,Urgot,Dr. Mundo,Cho'Gath,Samira,Maokai,Ambessa,Jinx,Vayne,Poppy,Gwen,Mordekaiser,Rek'Sai,Yasuo,Yunara,Thresh
22621,16.4,NA1_5497164231,0,,Red,0,Mordekaiser,Rek'Sai,Yasuo,Yunara,Thresh,Zed,Pyke,Mel,Ambessa,,Urgot,Dr. Mundo,Cho'Gath,Samira,Maokai
22622,16.4,NA1_5502873427,0,,Blue,1,Sion,Dr. Mundo,Syndra,Ezreal,Senna,Riven,Katarina,Yasuo,Talon,Shaco,Fiora,Rek'Sai,Irelia,Viktor,Nami
22623,16.4,NA1_5502873427,1,,Red,0,Fiora,Rek'Sai,Irelia,Viktor,Nami,,Karma,Pyke,Kayn,Ambessa,Sion,Dr. Mundo,Syndra,Ezreal,Senna
22624,16.4,NA1_5504462849,0,,Blue,1,Urgot,Aurelion Sol,Rumble,Jinx,Lulu,Ahri,Kayle,Yone,Akali,Pyke,Aurora,Sylas,Zed,Draven,Thresh
22625,16.4,NA1_5504462849,1,,Red,0,Aurora,Sylas,Zed,Draven,Thresh,Malphite,Neeko,Mel,Riven,Poppy,Urgot,Aurelion Sol,Rumble,Jinx,Lulu
22626,16.4,NA1_5504707609,1,,Blue,1,Ahri,Hecarim,Hwei,Swain,Poppy,Syndra,Kassadin,Lulu,Ambessa,,Kled,Nunu & Willump,Annie,Samira,Rell
22627,16.4,NA1_5504707609,0,,Red,0,Kled,Nunu & Willump,Annie,Samira,Rell,Kassadin,Nasus,Ezreal,Pyke,Fiora,Ahri,Hecarim,Hwei,Swain,Poppy
22628,16.4,NA1_5504844222,0,,Blue,1,Jax,Ekko,Yone,Smolder,Rakan,Akali,Neeko,Riven,Zed,Kassadin,Anivia,Zac,Qiyana,Sivir,Seraphine
22629,16.4,NA1_5504844222,1,,Red,0,Anivia,Zac,Qiyana,Sivir,Seraphine,Kindred,Aatrox,Yasuo,Draven,Pyke,Jax,Ekko,Yone,Smolder,Rakan
22630,16.4,NA1_5503759334,0,,Blue,1,Aatrox,Zaahen,Brand,Smolder,Elise,LeBlanc,Braum,Graves,Draven,Jayce,Cho'Gath,Viego,Orianna,Udyr,Nami
22631,16.4,NA1_5503759334,1,,Red,0,Cho'Gath,Viego,Orianna,Udyr,Nami,Karma,Rengar,Teemo,Pyke,Zed,Aatrox,Zaahen,Brand,Smolder,Elise
22632,16.4,NA1_5500314729,1,,Blue,1,Jayce,Zaahen,Anivia,Mel,Nami,Gwen,Akali,,Malphite,Ahri,Aatrox,Hecarim,Lissandra,Vayne,Janna
22633,16.4,NA1_5500314729,0,,Red,0,Aatrox,Hecarim,Lissandra,Vayne,Janna,Kha'Zix,Zoe,Nautilus,Pyke,Irelia,Jayce,Zaahen,Anivia,Mel,Nami
22634,16.4,NA1_5504641231,1,,Blue,1,Zaahen,Viego,Veigar,Kai'Sa,Neeko,LeBlanc,Nasus,Pyke,Rengar,Varus,Yasuo,Evelynn,Syndra,Ezreal,Blitzcrank
22635,16.4,NA1_5504641231,0,,Red,0,Yasuo,Evelynn,Syndra,Ezreal,Blitzcrank,Riven,Miss Fortune,Nilah,Graves,Zed,Zaahen,Viego,Veigar,Kai'Sa,Neeko
22636,16.4,NA1_5500403355,0,,Blue,1,Aatrox,Naafiri,Orianna,Tristana,Bard,,Thresh,Anivia,Malphite,Sivir,Kennen,Rengar,Sion,Lucian,Sona
22637,16.4,NA1_5500403355,1,,Red,0,Kennen,Rengar,Sion,Lucian,Sona,Aphelios,Rek'Sai,Ambessa,Vex,Kha'Zix,Aatrox,Naafiri,Orianna,Tristana,Bard
22638,16.4,NA1_5500664084,0,,Blue,1,Malphite,Taliyah,Ryze,Corki,Nami,Yasuo,Braum,Pyke,Draven,Kha'Zix,Vladimir,Qiyana,Akshan,Smolder,Maokai
22639,16.4,NA1_5500664084,1,,Red,0,Vladimir,Qiyana,Akshan,Smolder,Maokai,Katarina,Braum,Graves,Akali,Nasus,Malphite,Taliyah,Ryze,Corki,Nami
22640,16.4,NA1_5498087254,0,,Blue,1,Aatrox,Diana,Yasuo,Jinx,Rell,Riven,Draven,Hecarim,Irelia,Akali,Vladimir,Kindred,Lissandra,Xayah,Nami
22641,16.4,NA1_5498087254,1,,Red,0,Vladimir,Kindred,Lissandra,Xayah,Nami,Yorick,Bard,Kha'Zix,Zoe,Nautilus,Aatrox,Diana,Yasuo,Jinx,Rell
22642,16.4,NA1_5498748771,0,,Blue,1,Ambessa,Lee Sin,Sylas,Ezreal,Karma,,Viego,Malphite,Akali,Pyke,Garen,Fiddlesticks,Yasuo,Zeri,Yuumi
22643,16.4,NA1_5498748771,1,,Red,0,Garen,Fiddlesticks,Yasuo,Zeri,Yuumi,Pyke,Nautilus,Nasus,Rumble,Lissandra,Ambessa,Lee Sin,Sylas,Ezreal,Karma
22644,16.4,NA1_5499512973,1,,Blue,1,Graves,Zed,Sylas,Lucian,Braum,Orianna,Bel'Veth,Nunu & Willump,Yasuo,Caitlyn,Camille,Lillia,Qiyana,Yunara,Pantheon
22645,16.4,NA1_5499512973,0,,Red,0,Camille,Lillia,Qiyana,Yunara,Pantheon,Bel'Veth,Twitch,Poppy,Jax,Zoe,Graves,Zed,Sylas,Lucian,Braum
22646,16.4,NA1_5500410627,0,,Blue,1,Gangplank,Jarvan IV,Diana,Kalista,Maokai,Teemo,Shaco,Yasuo,Nami,,Dr. Mundo,Kindred,Ekko,Lucian,Karma
22647,16.4,NA1_5500410627,1,,Red,0,Dr. Mundo,Kindred,Ekko,Lucian,Karma,Akali,Varus,,Ambessa,Bel'Veth,Gangplank,Jarvan IV,Diana,Kalista,Maokai
22648,16.4,NA1_5504760644,1,,Blue,1,Xin Zhao,Talon,Malzahar,Smolder,Bard,Lee Sin,Jax,Yasuo,Nautilus,Pyke,Cho'Gath,Vi,Sylas,Kai'Sa,Rakan
22649,16.4,NA1_5504760644,0,,Red,0,Cho'Gath,Vi,Sylas,Kai'Sa,Rakan,Shaco,Graves,Braum,Lulu,Urgot,Xin Zhao,Talon,Malzahar,Smolder,Bard
22650,16.4,NA1_5500509166,0,,Blue,1,Jayce,Jarvan IV,Nidalee,Twitch,Yuumi,Lucian,Malphite,Yasuo,Zed,Kayn,Poppy,Graves,Camille,Xerath,Elise
22651,16.4,NA1_5500509166,1,,Red,0,Poppy,Graves,Camille,Xerath,Elise,Pyke,Zoe,Sona,Karma,Fiora,Jayce,Jarvan IV,Nidalee,Twitch,Yuumi
22652,16.4,NA1_5502140004,1,,Blue,1,Sion,Bel'Veth,Katarina,Aurelion Sol,Janna,Yone,Graves,Draven,Yasuo,Lucian,Garen,Zac,Viego,Ziggs,Pyke
22653,16.4,NA1_5502140004,0,,Red,0,Garen,Zac,Viego,Ziggs,Pyke,Aurora,Shaco,,Aatrox,Jayce,Sion,Bel'Veth,Katarina,Aurelion Sol,Janna
22654,16.4,NA1_5505005545,0,,Blue,1,Trundle,Nunu & Willump,Orianna,Ezreal,Yuumi,Jarvan IV,Kindred,Dr. Mundo,Pyke,Braum,Akali,Xin Zhao,Yone,Mel,Senna
22655,16.4,NA1_5505005545,1,,Red,0,Akali,Xin Zhao,Yone,Mel,Senna,Sona,Zoe,Gwen,Malphite,Shaco,Trundle,Nunu & Willump,Orianna,Ezreal,Yuumi
22656,16.5,NA1_5505599496,1,,Blue,1,Renekton,Jayce,Irelia,Mel,Nami,Rengar,Akali,Anivia,Ezreal,Pyke,Singed,Rek'Sai,Orianna,Jhin,Zyra
22657,16.5,NA1_5505599496,0,,Red,0,Singed,Rek'Sai,Orianna,Jhin,Zyra,Graves,Karma,Samira,Kha'Zix,Akali,Renekton,Jayce,Irelia,Mel,Nami
22658,16.4,NA1_5500640681,1,,Blue,1,Illaoi,Kindred,Twisted Fate,Syndra,Nautilus,Kha'Zix,Mel,Zoe,Teemo,Akali,Azir,Ambessa,Viktor,Yunara,Taric
22659,16.4,NA1_5500640681,0,,Red,0,Azir,Ambessa,Viktor,Yunara,Taric,Twitch,Kassadin,,Katarina,Zoe,Illaoi,Kindred,Twisted Fate,Syndra,Nautilus
22660,16.4,NA1_5503982049,0,,Blue,1,Ornn,Kayn,Taliyah,Senna,Karma,Rek'Sai,Sona,Graves,Akali,Varus,Gwen,Lillia,Jayce,Syndra,Nami
22661,16.4,NA1_5503982049,1,,Red,0,Gwen,Lillia,Jayce,Syndra,Nami,Aatrox,,,Sivir,Ambessa,Ornn,Kayn,Taliyah,Senna,Karma
22662,16.4,NA1_5503065885,1,,Blue,1,Jayce,Nunu & Willump,Viktor,Jinx,Sona,Malphite,Galio,Pyke,Draven,Talon,K'Sante,Karthus,Qiyana,Samira,Nautilus
22663,16.4,NA1_5503065885,0,,Red,0,K'Sante,Karthus,Qiyana,Samira,Nautilus,Garen,Alistar,Teemo,Shaco,Lissandra,Jayce,Nunu & Willump,Viktor,Jinx,Sona
22664,16.4,NA1_5504809728,0,,Blue,1,Dr. Mundo,Sylas,Anivia,Sivir,Seraphine,Ahri,Zoe,Hecarim,Braum,Fiora,Zaahen,Zac,Orianna,Yunara,Pyke
22665,16.4,NA1_5504809728,1,,Red,0,Zaahen,Zac,Orianna,Yunara,Pyke,Kindred,Lillia,Ambessa,Talon,Akali,Dr. Mundo,Sylas,Anivia,Sivir,Seraphine
22666,16.4,NA1_5498040701,0,,Blue,1,Varus,Viego,Aurora,Yunara,Thresh,Draven,Sylas,Gwen,Sona,Rengar,Karthus,Hecarim,Xerath,Aphelios,Sion
22667,16.4,NA1_5498040701,1,,Red,0,Karthus,Hecarim,Xerath,Aphelios,Sion,Ezreal,Ziggs,Gwen,Riven,Akshan,Varus,Viego,Aurora,Yunara,Thresh
22668,16.4,NA1_5498249215,1,,Blue,1,Yasuo,Ivern,Orianna,Caitlyn,Swain,Sona,Jax,Lucian,Rengar,Zoe,Gnar,Ambessa,Yone,Ezreal,Braum
22669,16.4,NA1_5498249215,0,,Red,0,Gnar,Ambessa,Yone,Ezreal,Braum,,Sylas,Akali,Malzahar,Draven,Yasuo,Ivern,Orianna,Caitlyn,Swain
22670,16.4,NA1_5504659515,0,,Blue,1,Gragas,Jarvan IV,Fizz,Varus,Milio,Aatrox,Shaco,Tryndamere,Draven,Naafiri,Renekton,Zaahen,Azir,Hwei,Soraka
22671,16.4,NA1_5504659515,1,,Red,0,Renekton,Zaahen,Azir,Hwei,Soraka,Akali,Leona,Braum,Yasuo,Pyke,Gragas,Jarvan IV,Fizz,Varus,Milio
22672,16.4,NA1_5501273694,0,,Blue,1,Irelia,Kayn,LeBlanc,Caitlyn,Alistar,Naafiri,Kennen,Zed,Ambessa,Draven,Sylas,Bel'Veth,Karma,Varus,Bard
22673,16.4,NA1_5501273694,1,,Red,0,Sylas,Bel'Veth,Karma,Varus,Bard,Zed,Jax,Rengar,Udyr,Graves,Irelia,Kayn,LeBlanc,Caitlyn,Alistar
22674,16.4,NA1_5499073029,0,,Blue,1,Irelia,Briar,Akshan,Mel,Rumble,Sivir,Nautilus,Malphite,Udyr,Yasuo,Kled,Qiyana,Riven,Cassiopeia,Nami
22675,16.4,NA1_5499073029,1,,Red,0,Kled,Qiyana,Riven,Cassiopeia,Nami,Fiora,Aurora,Rengar,Varus,Pyke,Irelia,Briar,Akshan,Mel,Rumble
22676,16.4,NA1_5505367091,1,,Blue,1,Gnar,Kha'Zix,Sylas,Varus,Bard,Talon,Pyke,Kassadin,Ambessa,Graves,Irelia,Master Yi,Poppy,Jhin,Vel'Koz
22677,16.4,NA1_5505367091,0,,Red,0,Irelia,Master Yi,Poppy,Jhin,Vel'Koz,Draven,Pyke,Rek'Sai,Orianna,Jayce,Gnar,Kha'Zix,Sylas,Varus,Bard
22678,16.4,NA1_5504070096,0,,Blue,1,Aatrox,Trundle,Ahri,Xayah,Sona,Sivir,Akali,Pyke,Ambessa,Teemo,Fiora,Zaahen,Cho'Gath,Tristana,Alistar
22679,16.4,NA1_5504070096,1,,Red,0,Fiora,Zaahen,Cho'Gath,Tristana,Alistar,Yasuo,Kha'Zix,Hecarim,Talon,Malphite,Aatrox,Trundle,Ahri,Xayah,Sona
22680,16.4,NA1_5503457194,0,,Blue,1,Aatrox,Lee Sin,Yasuo,Yunara,Lulu,Jayce,Irelia,Anivia,Sona,Bard,Zaahen,Rek'Sai,Lissandra,Aurelion Sol,Nami
22681,16.4,NA1_5503457194,1,,Red,0,Zaahen,Rek'Sai,Lissandra,Aurelion Sol,Nami,Ezreal,Ambessa,Urgot,Zoe,Sylas,Aatrox,Lee Sin,Yasuo,Yunara,Lulu
22682,16.4,NA1_5504772486,1,,Blue,1,Ambessa,Talon,Orianna,Caitlyn,Bard,Nautilus,Blitzcrank,Lee Sin,Yasuo,Jax,Camille,Nunu & Willump,Viktor,Ezreal,Thresh
22683,16.4,NA1_5504772486,0,,Red,0,Camille,Nunu & Willump,Viktor,Ezreal,Thresh,Malzahar,Gwen,Draven,Urgot,Lulu,Ambessa,Talon,Orianna,Caitlyn,Bard
22684,16.5,NA1_5505604643,1,,Blue,1,Malphite,Lee Sin,Kassadin,Ezreal,Anivia,Renekton,,Rek'Sai,Thresh,Zed,Zaahen,Rengar,Jayce,Lux,Ashe
22685,16.5,NA1_5505604643,0,,Red,0,Zaahen,Rengar,Jayce,Lux,Ashe,Ambessa,Bel'Veth,Graves,,Akali,Malphite,Lee Sin,Kassadin,Ezreal,Anivia
22686,16.5,NA1_5505523881,0,,Blue,1,Renekton,Lee Sin,Kassadin,Aurelion Sol,Sona,Bel'Veth,Riven,,Pyke,Zed,Cho'Gath,Shaco,Yasuo,Ahri,Nami
22687,16.5,NA1_5505523881,1,,Red,0,Cho'Gath,Shaco,Yasuo,Ahri,Nami,Rengar,Aatrox,Akali,Bel'Veth,LeBlanc,Renekton,Lee Sin,Kassadin,Aurelion Sol,Sona
22688,16.4,NA1_5502254311,1,,Blue,1,Nasus,Rek'Sai,Kassadin,Kalista,Anivia,Bel'Veth,Lucian,Zed,Graves,Braum,Mordekaiser,Hecarim,LeBlanc,Miss Fortune,Yuumi
22689,16.4,NA1_5502254311,0,,Red,0,Mordekaiser,Hecarim,LeBlanc,Miss Fortune,Yuumi,Vex,Blitzcrank,Graves,Soraka,Katarina,Nasus,Rek'Sai,Kassadin,Kalista,Anivia
22690,16.4,NA1_5499029169,0,,Blue,1,Ornn,Kindred,Kassadin,Caitlyn,Maokai,Rek'Sai,Nami,Yasuo,Zac,Mordekaiser,Nasus,Naafiri,Syndra,Varus,Lux
22691,16.4,NA1_5499029169,1,,Red,0,Nasus,Naafiri,Syndra,Varus,Lux,Yasuo,Braum,Jax,Udyr,Katarina,Ornn,Kindred,Kassadin,Caitlyn,Maokai
22692,16.4,NA1_5504812629,1,,Blue,1,Renekton,Dr. Mundo,Twisted Fate,Ezreal,Karma,Vladimir,Vex,Akali,Talon,Rengar,Ornn,Master Yi,Sylas,Lucian,Zoe
22693,16.4,NA1_5504812629,0,,Red,0,Ornn,Master Yi,Sylas,Lucian,Zoe,Katarina,Talon,Jayce,Pyke,Zac,Renekton,Dr. Mundo,Twisted Fate,Ezreal,Karma
22694,16.4,NA1_5502343404,1,,Blue,1,Singed,Lee Sin,Ryze,Yunara,Yuumi,Ambessa,Lulu,Akshan,Jayce,Rengar,Olaf,Karthus,Veigar,Zeri,Blitzcrank
22695,16.4,NA1_5502343404,0,,Red,0,Olaf,Karthus,Veigar,Zeri,Blitzcrank,Bel'Veth,Riven,Akshan,Yone,Talon,Singed,Lee Sin,Ryze,Yunara,Yuumi
22696,16.4,NA1_5503078730,1,,Blue,1,Rek'Sai,Xin Zhao,Sion,Mel,Nami,Sona,Akali,Zed,Bel'Veth,Ezreal,Yone,Malphite,Fizz,Yasuo,Neeko
22697,16.4,NA1_5503078730,0,,Red,0,Yone,Malphite,Fizz,Yasuo,Neeko,Ambessa,Shaco,Rengar,Zed,Talon,Rek'Sai,Xin Zhao,Sion,Mel,Nami
22698,16.4,NA1_5505158751,0,,Blue,1,Fiora,Viego,Yone,Kog'Maw,Karma,Blitzcrank,Veigar,Talon,Mel,Akali,Kayle,Lee Sin,Katarina,Kai'Sa,Pyke
22699,16.4,NA1_5505158751,1,,Red,0,Kayle,Lee Sin,Katarina,Kai'Sa,Pyke,Soraka,Yasuo,Master Yi,Jax,,Fiora,Viego,Yone,Kog'Maw,Karma
22700,16.4,NA1_5499248120,0,,Blue,1,Fiora,Viego,Veigar,Nilah,Nami,Nunu & Willump,Pyke,,Lee Sin,Blitzcrank,Akshan,Zac,Karma,Samira,Nautilus
22701,16.4,NA1_5499248120,1,,Red,0,Akshan,Zac,Karma,Samira,Nautilus,Sivir,Irelia,Poppy,Kha'Zix,Draven,Fiora,Viego,Veigar,Nilah,Nami
22702,16.4,NA1_5505192803,1,,Blue,1,Ambessa,Ivern,Syndra,Varus,Lux,Zed,Renekton,Sivir,Gwen,Graves,Sion,Sejuani,Orianna,Ezreal,Poppy
22703,16.4,NA1_5505192803,0,,Red,0,Sion,Sejuani,Orianna,Ezreal,Poppy,Talon,Zed,Lucian,Zoe,Riven,Ambessa,Ivern,Syndra,Varus,Lux
22704,16.4,NA1_5499284780,0,,Blue,1,Darius,Talon,Annie,Yunara,Rell,Caitlyn,Bel'Veth,Akali,Riven,Ambessa,Vayne,Wukong,Orianna,Ezreal,Soraka
22705,16.4,NA1_5499284780,1,,Red,0,Vayne,Wukong,Orianna,Ezreal,Soraka,Aurora,Taliyah,Yasuo,,Rengar,Darius,Talon,Annie,Yunara,Rell
22706,16.4,NA1_5502685600,1,,Blue,1,Nasus,Viego,Ryze,Jhin,Soraka,Graves,Rumble,Caitlyn,Malphite,Aurora,Ornn,Karthus,Sion,Varus,Senna
22707,16.4,NA1_5502685600,0,,Red,0,Ornn,Karthus,Sion,Varus,Senna,Pyke,Yone,Fiddlesticks,Akali,Yuumi,Nasus,Viego,Ryze,Jhin,Soraka
22708,16.4,NA1_5505296469,0,,Blue,1,Aatrox,Karthus,Twisted Fate,Ezreal,Sona,Rengar,Fiora,Ambessa,Ryze,Blitzcrank,Akali,Zac,Yunara,Ashe,Janna
22709,16.4,NA1_5505296469,1,,Red,0,Akali,Zac,Yunara,Ashe,Janna,Rek'Sai,Mel,Ambessa,Fizz,Ekko,Aatrox,Karthus,Twisted Fate,Ezreal,Sona
22710,16.4,NA1_5505052063,1,,Blue,1,K'Sante,Ambessa,Akali,Sivir,Pyke,LeBlanc,Caitlyn,Kha'Zix,Aurora,Riven,Camille,Elise,Vex,Jhin,Janna
22711,16.4,NA1_5505052063,0,,Red,0,Camille,Elise,Vex,Jhin,Janna,Galio,Shaco,Braum,Tryndamere,Rengar,K'Sante,Ambessa,Akali,Sivir,Pyke
22712,16.4,NA1_5504977055,1,,Blue,1,Darius,Xin Zhao,Brand,Seraphine,Thresh,Gangplank,Yasuo,Mel,Kha'Zix,Zed,Akali,Shaco,Hwei,Rengar,Ivern
22713,16.4,NA1_5504977055,0,,Red,0,Akali,Shaco,Hwei,Rengar,Ivern,Zed,Graves,Ambessa,Bel'Veth,Shen,Darius,Xin Zhao,Brand,Seraphine,Thresh
22714,16.4,LA1_1697834580,0,,Blue,1,Ornn,Gwen,Qiyana,Ashe,Braum,Bard,Twitch,Shaco,Soraka,Akali,Shen,Fizz,Lucian,Smolder,Neeko
22715,16.4,LA1_1697834580,1,,Red,0,Shen,Fizz,Lucian,Smolder,Neeko,Caitlyn,Morgana,Ekko,Master Yi,Ambessa,Ornn,Gwen,Qiyana,Ashe,Braum
22716,16.4,LA1_1698502030,0,,Blue,1,Gangplank,Xin Zhao,Orianna,Lucian,Nami,Draven,,Jayce,Talon,Mordekaiser,Urgot,Viego,Akali,Twitch,Annie
22717,16.4,LA1_1698502030,1,,Red,0,Urgot,Viego,Akali,Twitch,Annie,Ambessa,Rengar,Talon,Kayle,Caitlyn,Gangplank,Xin Zhao,Orianna,Lucian,Nami
22718,16.4,NA1_5505009247,0,,Blue,1,Zaahen,Gwen,Pantheon,Aphelios,Amumu,Ahri,Tryndamere,Pyke,Draven,Vladimir,Mordekaiser,Jarvan IV,Anivia,Corki,Leona
22719,16.4,NA1_5505009247,1,,Red,0,Mordekaiser,Jarvan IV,Anivia,Corki,Leona,,Jinx,Riven,Hwei,Kha'Zix,Zaahen,Gwen,Pantheon,Aphelios,Amumu
